"index","language","sentimentPolarity","sentimentLabel","usedChars"
"19745","cs","1","positive","100"
"42290","cs","0","neutral","100"
"6307","cs","0","neutral","100"
"62839","cs","1","positive","134"
"24365","cs","0","neutral","100"
"13577","cs","0","neutral","100"
"3666","cs","0","neutral","100"
"62567","cs","1","positive","173"
"3827","cs","0","neutral","100"
"8602","cs","0","neutral","100"
"62191","cs","0","neutral","100"
"25068","cs","1","positive","359"
"23358","cs","-1","negative","100"
"32330","cs","0","neutral","240"
"27417","cs","0","neutral","358"
"50774","cs","1","positive","978"
"31386","cs","0","neutral","100"
"36343","cs","0","neutral","100"
"37738","cs","0","neutral","100"
"41564","cs","-1","negative","100"
"63573","cs","0","neutral","114"
"35500","cs","1","positive","128"
"40484","cs","-1","negative","100"
"43459","cs","0","neutral","100"
"13329","cs","0","neutral","100"
"64016","cs","0","neutral","382"
"1275","cs","-1","negative","117"
"3398","cs","1","positive","100"
"41044","cs","-1","negative","100"
"23274","cs","0","neutral","102"
"26370","cs","0","neutral","100"
"25377","cs","0","neutral","100"
"27331","cs","0","neutral","100"
"5300","cs","1","positive","201"
"22919","cs","1","positive","100"
"10147","cs","-1","negative","171"
"49080","cs","0","neutral","100"
"41167","cs","0","neutral","100"
"56832","cs","-1","negative","100"
"13040","cs","1","positive","100"
"4200","cs","0","neutral","100"
"36098","cs","1","positive","100"
"40632","cs","-1","negative","100"
"57707","cs","1","positive","170"
"35515","cs","1","positive","100"
"31494","cs","1","positive","149"
"31018","cs","0","neutral","100"
"54062","cs","1","positive","100"
"48045","cs","0","neutral","116"
"255","cs","0","neutral","100"
"14538","cs","1","positive","100"
"153","cs","0","neutral","100"
"43938","cs","1","positive","100"
"53764","cs","0","neutral","100"
"26911","cs","0","neutral","100"
"70350","cs","0","neutral","100"
"64491","cs","1","positive","109"
"16471","cs","0","neutral","100"
"39042","cs","0","neutral","100"
"62163","cs","1","positive","100"
"15820","cs","0","neutral","100"
"55693","cs","0","neutral","439"
"47439","cs","0","neutral","100"
"27956","cs","1","positive","100"
"33495","cs","1","positive","100"
"47811","cs","-1","negative","267"
"18901","cs","0","neutral","100"
"45860","cs","1","positive","199"
"36309","cs","0","neutral","100"
"16534","cs","0","neutral","100"
"1908","cs","0","neutral","100"
"58502","cs","-1","negative","130"
"56917","cs","1","positive","100"
"46044","cs","1","positive","100"
"44013","cs","0","neutral","816"
"25921","cs","1","positive","100"
"37637","cs","0","neutral","100"
"10985","cs","-1","negative","100"
"38297","cs","0","neutral","100"
"11843","cs","1","positive","206"
"33837","cs","0","neutral","100"
"69572","cs","-1","negative","100"
"61024","cs","0","neutral","158"
"966","cs","1","positive","100"
"61040","cs","0","neutral","100"
"43120","cs","1","positive","358"
"14052","cs","1","positive","100"
"69959","cs","0","neutral","331"
"44274","cs","1","positive","100"
"51482","cs","1","positive","100"
"55027","cs","1","positive","100"
"22957","cs","1","positive","264"
"1535","cs","0","neutral","100"
"7947","cs","1","positive","100"
"56914","cs","0","neutral","100"
"66358","cs","0","neutral","100"
"10327","cs","1","positive","100"
"54885","cs","0","neutral","106"
"67499","cs","1","positive","100"
"11484","cs","0","neutral","100"
"45262","cs","1","positive","137"
"52183","cs","1","positive","111"
"13677","cs","0","neutral","100"
"47170","cs","1","positive","100"
"41952","cs","1","positive","101"
"21891","cs","0","neutral","100"
"38798","cs","0","neutral","100"
"67666","cs","-1","negative","288"
"11303","cs","0","neutral","100"
"41111","cs","-1","negative","100"
"59389","cs","0","neutral","100"
"70416","cs","0","neutral","100"
"10429","cs","1","positive","363"
"54924","cs","1","positive","100"
"28008","cs","0","neutral","100"
"34864","cs","1","positive","100"
"20411","cs","0","neutral","156"
"41729","cs","-1","negative","156"
"59800","cs","1","positive","205"
"2980","cs","0","neutral","100"
"66018","cs","1","positive","100"
"37813","cs","1","positive","100"
"23927","cs","0","neutral","242"
"45770","cs","-1","negative","297"
"49419","cs","0","neutral","100"
"54338","cs","0","neutral","159"
"33115","cs","1","positive","100"
"11819","cs","1","positive","178"
"42000","cs","1","positive","100"
"15304","cs","0","neutral","100"
"61001","cs","0","neutral","100"
"46545","cs","-1","negative","263"
"55242","cs","1","positive","100"
"65230","cs","1","positive","100"
"50896","cs","0","neutral","149"
"6185","cs","1","positive","100"
"31772","cs","1","positive","100"
"40574","cs","-1","negative","100"
"37565","cs","0","neutral","523"
"10366","cs","1","positive","100"
"40751","cs","1","positive","100"
"27988","cs","0","neutral","100"
"18401","cs","1","positive","100"
"13781","cs","0","neutral","347"
"36370","cs","0","neutral","239"
"46394","cs","1","positive","100"
"14939","cs","0","neutral","100"
"7691","cs","0","neutral","100"
"51908","cs","1","positive","156"
"45997","cs","-1","negative","100"
"62579","cs","0","neutral","189"
"8780","cs","0","neutral","100"
"62791","cs","1","positive","142"
"17784","cs","1","positive","100"
"40319","cs","0","neutral","208"
"66291","cs","0","neutral","100"
"15503","cs","0","neutral","128"
"27256","cs","-1","negative","237"
"1628","cs","1","positive","208"
"52119","cs","0","neutral","119"
"49917","cs","0","neutral","100"
"11679","cs","0","neutral","100"
"9506","cs","0","neutral","100"
"53682","cs","0","neutral","316"
"53546","cs","0","neutral","174"
"55904","cs","0","neutral","197"
"33856","cs","1","positive","100"
"357","cs","0","neutral","100"
"70682","cs","0","neutral","100"
"25776","cs","-1","negative","105"
"59636","cs","0","neutral","184"
"51981","cs","0","neutral","611"
"37442","cs","1","positive","100"
"29171","cs","1","positive","100"
"23924","cs","0","neutral","267"
"17989","cs","0","neutral","100"
"35142","cs","1","positive","125"
"19938","cs","0","neutral","100"
"9452","cs","0","neutral","100"
"5496","cs","1","positive","100"
"56873","cs","1","positive","381"
"25416","cs","-1","negative","120"
"69344","cs","0","neutral","100"
"3478","cs","0","neutral","100"
"35630","cs","0","neutral","100"
"54884","cs","0","neutral","436"
"56085","cs","-1","negative","146"
"42381","cs","1","positive","132"
"4413","cs","0","neutral","100"
"60962","cs","0","neutral","100"
"62475","cs","0","neutral","100"
"53053","cs","0","neutral","100"
"5044","cs","0","neutral","252"
"58014","cs","0","neutral","100"
"52037","cs","1","positive","148"
"55994","cs","0","neutral","100"
"8227","cs","-1","negative","100"
"56426","cs","0","neutral","107"
"26975","cs","1","positive","101"
"2657","cs","1","positive","246"
"35130","cs","0","neutral","100"
"15341","cs","0","neutral","100"
"12623","cs","1","positive","100"
"19130","cs","0","neutral","182"
"28765","cs","-1","negative","100"
"8216","cs","1","positive","167"
"30715","cs","0","neutral","100"
"10945","cs","0","neutral","100"
"69723","cs","0","neutral","100"
"32043","cs","1","positive","100"
"63281","cs","-1","negative","100"
"15132","cs","0","neutral","100"
"45951","cs","0","neutral","606"
"61275","cs","0","neutral","100"
"54217","cs","0","neutral","100"
"46026","cs","0","neutral","100"
"9440","cs","0","neutral","100"
"561","cs","0","neutral","100"
"16580","cs","1","positive","245"
"17231","cs","0","neutral","226"
"65859","cs","0","neutral","100"
"48418","cs","0","neutral","181"
"28244","cs","0","neutral","100"
"13238","cs","0","neutral","100"
"11641","cs","1","positive","100"
"38176","cs","1","positive","100"
"34111","cs","1","positive","100"
"62574","cs","1","positive","155"
"66904","cs","1","positive","126"
"38","cs","0","neutral","100"
"30239","cs","0","neutral","100"
"56613","cs","0","neutral","100"
"62482","cs","1","positive","167"
"1516","cs","0","neutral","100"
"42573","cs","0","neutral","100"
"9710","cs","1","positive","100"
"5669","cs","1","positive","158"
"31651","cs","0","neutral","100"
"64779","cs","1","positive","125"
"61646","cs","1","positive","100"
"9578","cs","1","positive","100"
"16750","cs","0","neutral","100"
"6190","cs","0","neutral","121"
"19796","cs","1","positive","100"
"69190","cs","0","neutral","100"
"42232","cs","1","positive","290"
"34004","cs","0","neutral","100"
"42613","cs","1","positive","100"
"13475","cs","0","neutral","100"
"42122","cs","1","positive","100"
"34110","cs","0","neutral","100"
"68059","cs","1","positive","100"
"30158","cs","-1","negative","144"
"39291","cs","0","neutral","100"
"41025","cs","0","neutral","100"
"15863","cs","0","neutral","100"
"6856","cs","0","neutral","100"
"28467","cs","0","neutral","100"
"63057","cs","1","positive","241"
"62291","cs","-1","negative","100"
"13666","cs","0","neutral","100"
"45196","cs","0","neutral","2143"
"18904","cs","0","neutral","100"
"49435","cs","0","neutral","100"
"60878","cs","-1","negative","100"
"54479","cs","1","positive","100"
"44768","cs","0","neutral","100"
"61208","cs","0","neutral","315"
"15955","cs","0","neutral","335"
"64423","cs","0","neutral","100"
"2843","cs","0","neutral","100"
"419","cs","0","neutral","100"
"46551","cs","1","positive","100"
"28462","cs","0","neutral","100"
"12590","cs","0","neutral","1390"
"23108","cs","-1","negative","100"
"29353","cs","1","positive","100"
"55885","cs","-1","negative","141"
"54643","cs","-1","negative","100"
"53076","cs","1","positive","100"
"58700","cs","1","positive","100"
"34128","cs","-1","negative","105"
"5988","cs","1","positive","322"
"65725","cs","0","neutral","100"
"59607","cs","0","neutral","100"
"67168","cs","1","positive","100"
"21066","cs","0","neutral","184"
"30733","cs","0","neutral","100"
"56099","cs","1","positive","100"
"13524","cs","0","neutral","100"
"37353","cs","0","neutral","209"
"18137","cs","1","positive","100"
"43839","cs","-1","negative","100"
"38924","cs","1","positive","100"
"63527","cs","-1","negative","310"
"26700","cs","1","positive","129"
"17270","cs","0","neutral","140"
"3977","cs","1","positive","100"
"24204","cs","1","positive","139"
"15267","cs","1","positive","177"
"65722","cs","1","positive","100"
"27717","cs","0","neutral","100"
"51400","cs","1","positive","100"
"60939","cs","0","neutral","100"
"10149","cs","0","neutral","253"
"4680","cs","0","neutral","100"
"20645","cs","0","neutral","205"
"53454","cs","0","neutral","100"
"68868","cs","1","positive","189"
"30619","cs","-1","negative","100"
"44491","cs","0","neutral","219"
"1633","cs","1","positive","104"
"31844","cs","0","neutral","219"
"44250","cs","1","positive","100"
"18665","cs","-1","negative","100"
"38471","cs","1","positive","2292"
"52264","cs","1","positive","182"
"39707","cs","1","positive","100"
"67766","cs","1","positive","213"
"42319","cs","1","positive","100"
"5273","cs","0","neutral","100"
"50732","cs","0","neutral","100"
"58292","cs","-1","negative","211"
"70176","cs","-1","negative","100"
"15292","cs","0","neutral","100"
"69345","cs","0","neutral","100"
"23430","cs","0","neutral","100"
"21174","cs","1","positive","153"
"145","cs","0","neutral","100"
"41482","cs","0","neutral","100"
"49564","cs","1","positive","100"
"11163","cs","1","positive","100"
"37137","cs","0","neutral","168"
"4868","cs","0","neutral","175"
"47343","cs","0","neutral","100"
"33003","cs","0","neutral","100"
"60097","cs","1","positive","340"
"70191","cs","0","neutral","100"
"30624","cs","1","positive","184"
"33878","cs","-1","negative","184"
"57813","cs","1","positive","100"
"21530","cs","1","positive","100"
"66523","cs","1","positive","100"
"24366","cs","0","neutral","100"
"40641","cs","1","positive","178"
"30215","cs","0","neutral","100"
"34911","cs","1","positive","100"
"46808","cs","1","positive","100"
"14317","cs","0","neutral","181"
"46054","cs","0","neutral","100"
"42047","cs","0","neutral","100"
"49283","cs","-1","negative","390"
"30890","cs","1","positive","100"
"19175","cs","1","positive","109"
"39864","cs","1","positive","191"
"18086","cs","1","positive","100"
"34447","cs","0","neutral","100"
"10233","cs","-1","negative","101"
"5166","cs","0","neutral","201"
"39637","cs","0","neutral","100"
"23932","cs","-1","negative","407"
"34460","cs","0","neutral","100"
"60738","cs","0","neutral","100"
"56119","cs","0","neutral","100"
"32472","cs","0","neutral","100"
"56999","cs","-1","negative","100"
"12604","cs","0","neutral","100"
"47002","cs","1","positive","100"
"10979","cs","1","positive","234"
"21755","cs","1","positive","100"
"23214","cs","1","positive","274"
"13146","cs","0","neutral","100"
"44623","cs","0","neutral","100"
"20723","cs","0","neutral","100"
"18059","cs","0","neutral","140"
"43583","cs","0","neutral","100"
"48822","cs","0","neutral","100"
"58982","cs","-1","negative","100"
"4709","cs","0","neutral","113"
"46778","cs","1","positive","100"
"22624","cs","1","positive","100"
"49082","cs","0","neutral","100"
"59181","cs","1","positive","193"
"42567","cs","1","positive","323"
"53303","cs","0","neutral","100"
"61386","cs","1","positive","134"
"23332","cs","-1","negative","100"
"16969","cs","0","neutral","100"
"18370","cs","0","neutral","100"
"38171","cs","1","positive","100"
"34356","cs","1","positive","100"
"14650","cs","0","neutral","100"
"55437","cs","1","positive","100"
"60611","cs","0","neutral","100"
"31071","cs","1","positive","100"
"65624","cs","1","positive","154"
"62283","cs","1","positive","152"
"16180","cs","0","neutral","136"
"819","cs","0","neutral","100"
"30025","cs","0","neutral","100"
"37764","cs","0","neutral","100"
"6353","cs","0","neutral","100"
"36873","cs","0","neutral","100"
"10599","cs","0","neutral","278"
"21493","cs","1","positive","100"
"53322","cs","0","neutral","183"
"33226","cs","0","neutral","401"
"9927","cs","-1","negative","156"
"34682","cs","-1","negative","100"
"15007","cs","0","neutral","159"
"40799","cs","1","positive","100"
"9539","cs","0","neutral","100"
"8229","cs","1","positive","183"
"22450","cs","1","positive","100"
"51434","cs","-1","negative","100"
"40083","cs","0","neutral","100"
"22567","cs","0","neutral","100"
"60418","cs","0","neutral","100"
"53776","cs","-1","negative","100"
"48610","cs","1","positive","102"
"47494","cs","0","neutral","100"
"12680","cs","0","neutral","100"
"32400","cs","0","neutral","100"
"13838","cs","1","positive","100"
"47815","cs","1","positive","124"
"26436","cs","0","neutral","100"
"22460","cs","0","neutral","100"
"53465","cs","-1","negative","305"
"53287","cs","0","neutral","163"
"61239","cs","1","positive","105"
"61304","cs","-1","negative","109"
"46465","cs","-1","negative","115"
"6422","cs","1","positive","136"
"1608","cs","1","positive","155"
"48170","cs","0","neutral","100"
"35954","cs","0","neutral","100"
"5667","cs","1","positive","112"
"56605","cs","-1","negative","100"
"58520","cs","0","neutral","151"
"20357","cs","1","positive","100"
"17532","cs","0","neutral","100"
"6579","cs","0","neutral","137"
"12941","cs","0","neutral","100"
"18987","cs","1","positive","100"
"15679","cs","1","positive","302"
"51493","cs","1","positive","100"
"30685","cs","0","neutral","252"
"52174","cs","-1","negative","100"
"48508","cs","1","positive","121"
"54367","cs","1","positive","104"
"16375","cs","0","neutral","100"
"62941","cs","1","positive","100"
"6356","cs","0","neutral","100"
"57344","cs","0","neutral","100"
"29553","cs","1","positive","100"
"1123","cs","1","positive","100"
"59504","cs","1","positive","106"
"2119","cs","0","neutral","100"
"16208","cs","1","positive","100"
"13274","cs","1","positive","130"
"48672","cs","1","positive","163"
"61449","cs","0","neutral","100"
"27088","cs","0","neutral","100"
"48698","cs","0","neutral","100"
"23544","cs","0","neutral","100"
"56318","cs","0","neutral","450"
"25573","cs","0","neutral","100"
"27847","cs","0","neutral","414"
"64820","cs","1","positive","117"
"65176","cs","0","neutral","312"
"40226","cs","1","positive","115"
"162","cs","0","neutral","100"
"49825","cs","0","neutral","100"
"15584","cs","0","neutral","100"
"40479","cs","0","neutral","100"
"14117","cs","0","neutral","100"
"52838","cs","1","positive","100"
"6385","cs","1","positive","100"
"33813","cs","0","neutral","100"
"10007","cs","0","neutral","205"
"15532","cs","-1","negative","130"
"19510","cs","1","positive","172"
"58428","cs","1","positive","142"
"40550","cs","-1","negative","209"
"67202","cs","0","neutral","100"
"52952","cs","-1","negative","291"
"19129","cs","1","positive","100"
"54545","cs","1","positive","100"
"20142","cs","1","positive","100"
"4261","cs","0","neutral","100"
"69971","cs","0","neutral","100"
"40250","cs","1","positive","550"
"38680","cs","0","neutral","100"
"42201","cs","0","neutral","100"
"22402","cs","0","neutral","100"
"7154","cs","1","positive","169"
"25038","cs","0","neutral","123"
"29601","cs","0","neutral","320"
"52518","cs","1","positive","100"
"19842","cs","1","positive","146"
"27201","cs","1","positive","194"
"50369","cs","1","positive","161"
"61310","cs","0","neutral","100"
"33263","cs","1","positive","251"
"51150","cs","1","positive","100"
"6202","cs","1","positive","154"
"26059","cs","0","neutral","148"
"13895","cs","0","neutral","100"
"50255","cs","-1","negative","100"
"61852","cs","1","positive","110"
"28100","cs","0","neutral","100"
"40327","cs","-1","negative","100"
"65274","cs","0","neutral","168"
"16507","cs","0","neutral","100"
"33650","cs","0","neutral","100"
"19879","cs","0","neutral","100"
"21880","cs","0","neutral","100"
"58497","cs","1","positive","100"
"31953","cs","0","neutral","100"
"25297","cs","0","neutral","1140"
"4436","cs","0","neutral","100"
"19391","cs","0","neutral","100"
"39622","cs","1","positive","212"
"48657","cs","1","positive","216"
"52391","cs","1","positive","562"
"49629","cs","1","positive","100"
"59079","cs","0","neutral","100"
"37668","cs","1","positive","286"
"66871","cs","1","positive","127"
"38414","cs","1","positive","100"
"49365","cs","1","positive","100"
"23574","cs","0","neutral","100"
"65923","cs","0","neutral","100"
"47700","cs","0","neutral","123"
"65737","cs","0","neutral","100"
"47320","cs","1","positive","265"
"21603","cs","0","neutral","100"
"15462","cs","-1","negative","131"
"30823","cs","1","positive","100"
"21619","cs","0","neutral","100"
"56233","cs","0","neutral","100"
"8676","cs","0","neutral","100"
"54267","cs","0","neutral","100"
"70287","cs","0","neutral","100"
"46909","cs","0","neutral","389"
"28153","cs","1","positive","100"
"18621","cs","1","positive","100"
"53744","cs","1","positive","100"
"48935","cs","0","neutral","100"
"13231","cs","0","neutral","100"
"22775","cs","0","neutral","100"
"55048","cs","-1","negative","270"
"32468","cs","0","neutral","100"
"14811","cs","1","positive","100"
"28823","cs","0","neutral","446"
"19071","cs","1","positive","320"
"50791","cs","-1","negative","270"
"52147","cs","1","positive","100"
"51096","cs","1","positive","474"
"5941","cs","0","neutral","361"
"56589","cs","0","neutral","100"
"3689","cs","0","neutral","100"
"56037","cs","0","neutral","100"
"34596","cs","-1","negative","314"
"38686","cs","1","positive","100"
"28898","cs","1","positive","116"
"69005","cs","-1","negative","194"
"15590","cs","1","positive","159"
"42467","cs","0","neutral","100"
"61863","cs","0","neutral","100"
"23764","cs","0","neutral","100"
"20443","cs","1","positive","100"
"13925","cs","1","positive","133"
"62939","cs","1","positive","256"
"46857","cs","1","positive","100"
"25228","cs","0","neutral","100"
"46097","cs","1","positive","100"
"24219","cs","0","neutral","289"
"38250","cs","1","positive","120"
"9151","cs","0","neutral","100"
"25935","cs","0","neutral","100"
"13883","cs","1","positive","100"
"60776","cs","0","neutral","100"
"43223","cs","0","neutral","100"
"51900","cs","0","neutral","100"
"62768","cs","0","neutral","106"
"1738","cs","1","positive","100"
"58852","cs","1","positive","324"
"52155","cs","0","neutral","100"
"24754","cs","-1","negative","112"
"21124","cs","1","positive","100"
"29841","cs","0","neutral","100"
"28802","cs","0","neutral","100"
"28213","cs","1","positive","100"
"52969","cs","0","neutral","127"
"45781","cs","-1","negative","156"
"1386","cs","0","neutral","100"
"67127","cs","0","neutral","100"
"35601","cs","0","neutral","100"
"1264","cs","1","positive","100"
"48549","cs","0","neutral","140"
"39247","cs","-1","negative","222"
"43521","cs","0","neutral","100"
"13881","cs","1","positive","105"
"57488","cs","1","positive","100"
"20324","cs","1","positive","120"
"9865","cs","1","positive","100"
"58697","cs","0","neutral","423"
"5276","cs","1","positive","100"
"54283","cs","0","neutral","100"
"39636","cs","-1","negative","100"
"36268","cs","0","neutral","100"
"50490","cs","0","neutral","100"
"58681","cs","-1","negative","236"
"33158","cs","-1","negative","100"
"57899","cs","0","neutral","100"
"11832","cs","0","neutral","415"
"9841","cs","0","neutral","100"
"4650","cs","0","neutral","214"
"10448","cs","-1","negative","116"
"64225","cs","0","neutral","100"
"36328","cs","1","positive","100"
"48138","cs","1","positive","118"
"52099","cs","1","positive","130"
"2461","cs","0","neutral","100"
"68160","cs","0","neutral","100"
"30049","cs","-1","negative","300"
"49353","cs","1","positive","100"
"24784","cs","1","positive","100"
"45452","cs","-1","negative","100"
"20714","cs","0","neutral","100"
"10227","cs","1","positive","100"
"62333","cs","0","neutral","100"
"42490","cs","-1","negative","100"
"50616","cs","1","positive","100"
"55858","cs","1","positive","300"
"43708","cs","0","neutral","100"
"11063","cs","0","neutral","171"
"40984","cs","0","neutral","131"
"9265","cs","0","neutral","100"
"41585","cs","-1","negative","100"
"12621","cs","1","positive","100"
"18021","cs","0","neutral","100"
"32606","cs","1","positive","140"
"61633","cs","0","neutral","100"
"28780","cs","0","neutral","100"
"7263","cs","1","positive","276"
"60442","cs","1","positive","100"
"23391","cs","0","neutral","100"
"8841","cs","0","neutral","100"
"35482","cs","0","neutral","192"
"5388","cs","0","neutral","100"
"27121","cs","-1","negative","100"
"53916","cs","1","positive","204"
"20857","cs","0","neutral","100"
"46318","cs","0","neutral","135"
"4271","cs","0","neutral","100"
"30140","cs","0","neutral","159"
"26757","cs","0","neutral","100"
"47357","cs","0","neutral","135"
"18418","cs","0","neutral","247"
"25976","cs","0","neutral","100"
"22263","cs","0","neutral","100"
"33658","cs","0","neutral","100"
"20737","cs","0","neutral","100"
"24361","cs","0","neutral","100"
"23071","cs","0","neutral","100"
"70602","cs","1","positive","100"
"26896","cs","-1","negative","100"
"47452","cs","0","neutral","100"
"16470","cs","1","positive","100"
"16589","cs","-1","negative","100"
"55104","cs","1","positive","100"
"65477","cs","1","positive","143"
"42575","cs","1","positive","100"
"18315","cs","0","neutral","100"
"17044","cs","-1","negative","100"
"27890","cs","0","neutral","100"
"11267","cs","0","neutral","100"
"1764","cs","-1","negative","100"
"15072","cs","-1","negative","100"
"31226","cs","0","neutral","100"
"44439","cs","1","positive","100"
"12528","cs","0","neutral","100"
"46376","cs","1","positive","100"
"55454","cs","0","neutral","100"
"9774","cs","1","positive","156"
"35616","cs","0","neutral","100"
"47239","cs","0","neutral","150"
"55383","cs","-1","negative","100"
"17333","cs","0","neutral","237"
"43760","cs","1","positive","139"
"45414","cs","0","neutral","100"
"24327","cs","0","neutral","100"
"60433","cs","0","neutral","100"
"62938","cs","1","positive","100"
"68930","cs","1","positive","100"
"63056","cs","1","positive","191"
"40072","cs","1","positive","100"
"11866","cs","0","neutral","200"
"47769","cs","0","neutral","412"
"59330","cs","1","positive","100"
"59480","cs","1","positive","155"
"22096","cs","0","neutral","100"
"19630","cs","0","neutral","100"
"20537","cs","-1","negative","100"
"32067","cs","0","neutral","100"
"17734","cs","0","neutral","100"
"899","cs","1","positive","130"
"12586","cs","1","positive","100"
"8636","cs","0","neutral","100"
"26857","cs","0","neutral","100"
"50610","cs","0","neutral","100"
"11894","cs","-1","negative","101"
"63429","cs","1","positive","100"
"31113","cs","0","neutral","100"
"10681","cs","-1","negative","203"
"31227","cs","0","neutral","100"
"46834","cs","1","positive","100"
"46375","cs","0","neutral","100"
"57131","cs","1","positive","100"
"28504","cs","1","positive","100"
"59393","cs","0","neutral","100"
"49141","cs","0","neutral","100"
"11753","cs","1","positive","100"
"34870","cs","1","positive","100"
"41581","cs","-1","negative","100"
"31320","cs","1","positive","243"
"13631","cs","0","neutral","162"
"69646","cs","1","positive","100"
"38974","cs","0","neutral","100"
"14646","cs","0","neutral","100"
"25703","cs","1","positive","100"
"38972","cs","0","neutral","100"
"12588","cs","0","neutral","100"
"8564","cs","1","positive","195"
"28975","cs","1","positive","215"
"10331","cs","1","positive","100"
"15214","cs","0","neutral","100"
"60172","cs","1","positive","100"
"69673","cs","0","neutral","100"
"12183","cs","0","neutral","100"
"6643","cs","0","neutral","100"
"63670","cs","1","positive","102"
"62700","cs","0","neutral","215"
"66086","cs","1","positive","100"
"66114","cs","1","positive","100"
"6843","cs","1","positive","115"
"24994","cs","0","neutral","106"
"20008","cs","0","neutral","100"
"58199","cs","1","positive","117"
"66713","cs","1","positive","248"
"67367","cs","1","positive","100"
"37663","cs","0","neutral","141"
"18819","cs","0","neutral","100"
"37945","cs","1","positive","100"
"67902","cs","0","neutral","123"
"68986","cs","1","positive","144"
"18865","cs","0","neutral","100"
"46634","cs","0","neutral","100"
"18484","cs","1","positive","100"
"60681","cs","1","positive","328"
"10634","cs","1","positive","242"
"45261","cs","1","positive","334"
"32902","cs","1","positive","100"
"11057","cs","0","neutral","100"
"22884","cs","0","neutral","100"
"57223","cs","1","positive","100"
"60636","cs","0","neutral","100"
"50989","cs","1","positive","121"
"43681","cs","0","neutral","100"
"49875","cs","1","positive","121"
"24172","cs","0","neutral","100"
"63570","cs","1","positive","491"
"51183","cs","0","neutral","100"
"38090","cs","1","positive","100"
"12877","cs","-1","negative","100"
"63220","cs","0","neutral","157"
"44259","cs","1","positive","100"
"22361","cs","0","neutral","100"
"50037","cs","0","neutral","100"
"5983","cs","0","neutral","259"
"64609","cs","1","positive","112"
"19317","cs","-1","negative","117"
"55076","cs","0","neutral","100"
"14337","cs","1","positive","100"
"6891","cs","0","neutral","100"
"36673","cs","1","positive","1100"
"34550","cs","0","neutral","100"
"8210","cs","0","neutral","114"
"22608","cs","1","positive","100"
"67746","cs","1","positive","100"
"19021","cs","1","positive","100"
"37099","cs","1","positive","100"
"15411","cs","0","neutral","100"
"23538","cs","1","positive","100"
"15891","cs","0","neutral","100"
"31347","cs","1","positive","160"
"51584","cs","0","neutral","205"
"17306","cs","-1","negative","100"
"50811","cs","0","neutral","118"
"21643","cs","1","positive","100"
"55455","cs","1","positive","100"
"31029","cs","0","neutral","100"
"18413","cs","-1","negative","100"
"37059","cs","0","neutral","426"
"66539","cs","-1","negative","100"
"44549","cs","0","neutral","100"
"63470","cs","0","neutral","100"
"47354","cs","-1","negative","455"
"51182","cs","0","neutral","100"
"65388","cs","1","positive","100"
"58039","cs","1","positive","100"
"15216","cs","1","positive","100"
"17176","cs","1","positive","100"
"21522","cs","1","positive","100"
"23266","cs","1","positive","100"
"17766","cs","1","positive","100"
"19760","cs","0","neutral","100"
"32356","cs","1","positive","100"
"24926","cs","1","positive","100"
"25671","cs","0","neutral","100"
"6564","cs","0","neutral","100"
"16693","cs","0","neutral","100"
"17023","cs","-1","negative","100"
"7571","cs","0","neutral","100"
"56959","cs","-1","negative","100"
"63207","cs","1","positive","110"
"47737","cs","0","neutral","100"
"18538","cs","1","positive","103"
"61971","cs","1","positive","100"
"53174","cs","1","positive","100"
"27662","cs","1","positive","117"
"32986","cs","0","neutral","100"
"41436","cs","0","neutral","100"
"50870","cs","-1","negative","140"
"32725","cs","0","neutral","100"
"37309","cs","0","neutral","260"
"12836","cs","0","neutral","100"
"4451","cs","0","neutral","100"
"10182","cs","0","neutral","930"
"10515","cs","1","positive","100"
"16350","cs","0","neutral","100"
"10565","cs","1","positive","100"
"28084","cs","0","neutral","100"
"29082","cs","0","neutral","100"
"30929","cs","0","neutral","267"
"6378","cs","-1","negative","103"
"62992","cs","0","neutral","100"
"59304","cs","-1","negative","100"
"63141","cs","1","positive","100"
"23031","cs","0","neutral","100"
"63852","cs","0","neutral","142"
"19486","cs","1","positive","100"
"12698","cs","0","neutral","100"
"52026","cs","1","positive","181"
"33927","cs","-1","negative","100"
"23466","cs","0","neutral","100"
"22146","cs","1","positive","100"
"62304","cs","1","positive","100"
"24830","cs","-1","negative","100"
"38520","cs","0","neutral","100"
"59677","cs","0","neutral","100"
"38342","cs","0","neutral","100"
"32329","cs","0","neutral","114"
"70658","cs","1","positive","100"
"55563","cs","1","positive","100"
"41655","cs","1","positive","100"
"33652","cs","0","neutral","100"
"3959","cs","1","positive","100"
"69311","cs","0","neutral","166"
"36687","cs","1","positive","100"
"61303","cs","0","neutral","100"
"38209","cs","1","positive","100"
"42962","cs","1","positive","100"
"3119","cs","1","positive","100"
"34604","cs","1","positive","100"
"55727","cs","0","neutral","123"
"3531","cs","1","positive","100"
"20610","cs","-1","negative","100"
"10650","cs","0","neutral","100"
"26369","cs","0","neutral","100"
"25557","cs","-1","negative","201"
"47412","cs","-1","negative","100"
"60691","cs","1","positive","243"
"1809","cs","-1","negative","100"
"7200","cs","-1","negative","100"
"43785","cs","0","neutral","100"
"65927","cs","0","neutral","100"
"7120","cs","1","positive","100"
"23037","cs","-1","negative","100"
"26727","cs","0","neutral","100"
"1299","cs","1","positive","119"
"61511","cs","1","positive","100"
